RespondentID,Task,Brand,Chosen,Influencer_Type,Platform,Follower_Count,Shared_pers_exp,Discount,choice,alt,id
R_8Nabxpr1zv5xZlP,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8Nabxpr1zv5xZlP_Q13
R_8OOLVQtnWU4G7fC,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8OOLVQtnWU4G7fC_Q13
R_8OOLVQtnWU4G7fC,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8OOLVQtnWU4G7fC_Q13
R_80vK3oRfZMYfCVc,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_80vK3oRfZMYfCVc_Q13
R_80vK3oRfZMYfCVc,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_80vK3oRfZMYfCVc_Q13
R_8NbpJMf1Ib8m9ea,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8NbpJMf1Ib8m9ea_Q13
R_8NbpJMf1Ib8m9ea,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8NbpJMf1Ib8m9ea_Q13
R_2iy9hnX67fELaDp,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2iy9hnX67fELaDp_Q13
R_2iy9hnX67fELaDp,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2iy9hnX67fELaDp_Q13
R_8l3EHVPHTCoCB4R,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8l3EHVPHTCoCB4R_Q13
R_8l3EHVPHTCoCB4R,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8l3EHVPHTCoCB4R_Q13
R_2P7BVYTkn7g1bMM,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2P7BVYTkn7g1bMM_Q13
R_2P7BVYTkn7g1bMM,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2P7BVYTkn7g1bMM_Q13
R_8mJG14krARTyMU1,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8mJG14krARTyMU1_Q13
R_8mJG14krARTyMU1,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8mJG14krARTyMU1_Q13
R_8JPj1LU4K0ycOeB,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8JPj1LU4K0ycOeB_Q13
R_8JPj1LU4K0ycOeB,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8JPj1LU4K0ycOeB_Q13
R_2QVRvoKKD0jinHP,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2QVRvoKKD0jinHP_Q13
R_2QVRvoKKD0jinHP,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2QVRvoKKD0jinHP_Q13
R_8ltKoAIFs0Ng7Tj,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8ltKoAIFs0Ng7Tj_Q13
R_8ltKoAIFs0Ng7Tj,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8ltKoAIFs0Ng7Tj_Q13
R_2OfCkHygTYrdane,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2OfCkHygTYrdane_Q13
R_2OfCkHygTYrdane,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2OfCkHygTYrdane_Q13
R_8yCoaPtv2GoiScx,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8yCoaPtv2GoiScx_Q13
R_8yCoaPtv2GoiScx,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8yCoaPtv2GoiScx_Q13
R_2JE35CGxd47VvNU,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2JE35CGxd47VvNU_Q13
R_2JE35CGxd47VvNU,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2JE35CGxd47VvNU_Q13
R_63TzpsmY3ti82fP,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_63TzpsmY3ti82fP_Q13
R_63TzpsmY3ti82fP,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_63TzpsmY3ti82fP_Q13
R_2fHaq2jJgInXEMC,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2fHaq2jJgInXEMC_Q13
R_2fHaq2jJgInXEMC,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2fHaq2jJgInXEMC_Q13
R_8LGztiv2u1GsYOR,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8LGztiv2u1GsYOR_Q13
R_8LGztiv2u1GsYOR,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8LGztiv2u1GsYOR_Q13
R_2jNzS9ks8lEGCqt,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2jNzS9ks8lEGCqt_Q13
R_2jNzS9ks8lEGCqt,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2jNzS9ks8lEGCqt_Q13
R_8SgdUD3OFdsXlId,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8SgdUD3OFdsXlId_Q13
R_8SgdUD3OFdsXlId,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8SgdUD3OFdsXlId_Q13
R_2nMdD5saTMAzLJh,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2nMdD5saTMAzLJh_Q13
R_2nMdD5saTMAzLJh,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2nMdD5saTMAzLJh_Q13
R_2sf1uguTFqdhsqd,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2sf1uguTFqdhsqd_Q13
R_2sf1uguTFqdhsqd,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2sf1uguTFqdhsqd_Q13
R_2LbTDQs9d0u5i0c,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2LbTDQs9d0u5i0c_Q13
R_2LbTDQs9d0u5i0c,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2LbTDQs9d0u5i0c_Q13
R_2xEFu26xT2Ng6UN,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2xEFu26xT2Ng6UN_Q13
R_2xEFu26xT2Ng6UN,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2xEFu26xT2Ng6UN_Q13
R_2nWpOAN025DRmzn,Q13,A,0,Cosmetologist,Instagram,195K,Positive,20%,FALSE,A,R_2nWpOAN025DRmzn_Q13
R_2nWpOAN025DRmzn,Q13,B,1,Dermatologist,Instagram,38K,Positive,20%,TRUE,B,R_2nWpOAN025DRmzn_Q13
R_2pnHdrMgnTXj47X,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2pnHdrMgnTXj47X_Q13
R_2pnHdrMgnTXj47X,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2pnHdrMgnTXj47X_Q13
R_2EcWE48y9vwfxVe,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2EcWE48y9vwfxVe_Q13
R_2EcWE48y9vwfxVe,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2EcWE48y9vwfxVe_Q13
R_8Kx92A27xUd3QaN,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8Kx92A27xUd3QaN_Q13
R_8Kx92A27xUd3QaN,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8Kx92A27xUd3QaN_Q13
R_8p4oomlUqwdQist,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8p4oomlUqwdQist_Q13
R_8p4oomlUqwdQist,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8p4oomlUqwdQist_Q13
R_2GADmi0JNOFBIlu,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2GADmi0JNOFBIlu_Q13
R_2GADmi0JNOFBIlu,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2GADmi0JNOFBIlu_Q13
R_8TvdPHRbsljOu9X,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8TvdPHRbsljOu9X_Q13
R_8TvdPHRbsljOu9X,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8TvdPHRbsljOu9X_Q13
R_22fl1ldFItmv2pP,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_22fl1ldFItmv2pP_Q13
R_22fl1ldFItmv2pP,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_22fl1ldFItmv2pP_Q13
R_8pXXwwslXm2bzfB,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8pXXwwslXm2bzfB_Q13
R_8pXXwwslXm2bzfB,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8pXXwwslXm2bzfB_Q13
R_8rAExLNKsOJODnH,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8rAExLNKsOJODnH_Q13
R_8rAExLNKsOJODnH,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8rAExLNKsOJODnH_Q13
R_8rw2OG3FZ0YjwRY,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8rw2OG3FZ0YjwRY_Q13
R_8rw2OG3FZ0YjwRY,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8rw2OG3FZ0YjwRY_Q13
R_8Cmk9m8MUCkfRtb,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8Cmk9m8MUCkfRtb_Q13
R_8Cmk9m8MUCkfRtb,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8Cmk9m8MUCkfRtb_Q13
R_2D63I1S3xJMBmHq,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2D63I1S3xJMBmHq_Q13
R_2D63I1S3xJMBmHq,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2D63I1S3xJMBmHq_Q13
R_2hDvDjBUvnaJQlx,Q13,A,0,Cosmetologist,Instagram,195K,Positive,20%,FALSE,A,R_2hDvDjBUvnaJQlx_Q13
R_2hDvDjBUvnaJQlx,Q13,B,1,Dermatologist,Instagram,38K,Positive,20%,TRUE,B,R_2hDvDjBUvnaJQlx_Q13
R_80rq11NtA2NTRjW,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_80rq11NtA2NTRjW_Q13
R_80rq11NtA2NTRjW,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_80rq11NtA2NTRjW_Q13
R_2Br4qKTEv8yN3pg,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2Br4qKTEv8yN3pg_Q13
R_2Br4qKTEv8yN3pg,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2Br4qKTEv8yN3pg_Q13
R_3dPWzqMMyIH6sv8,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_3dPWzqMMyIH6sv8_Q13
R_3dPWzqMMyIH6sv8,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_3dPWzqMMyIH6sv8_Q13
R_8wvpEvsZo6rzDwF,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8wvpEvsZo6rzDwF_Q13
R_8wvpEvsZo6rzDwF,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8wvpEvsZo6rzDwF_Q13
R_2dDJFTNUfnullEI,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2dDJFTNUfnullEI_Q13
R_2dDJFTNUfnullEI,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2dDJFTNUfnullEI_Q13
R_8g74Db3DasTSWB1,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8g74Db3DasTSWB1_Q13
R_8g74Db3DasTSWB1,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8g74Db3DasTSWB1_Q13
R_8wvI64bVsTCaLK1,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8wvI64bVsTCaLK1_Q13
R_8wvI64bVsTCaLK1,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8wvI64bVsTCaLK1_Q13
R_8ietBxC3zkUsVIy,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8ietBxC3zkUsVIy_Q13
R_8ietBxC3zkUsVIy,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8ietBxC3zkUsVIy_Q13
R_87UqTkDck5cFLSI,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_87UqTkDck5cFLSI_Q13
R_87UqTkDck5cFLSI,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_87UqTkDck5cFLSI_Q13
R_22Q3W6tGdtEwX7D,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_22Q3W6tGdtEwX7D_Q13
R_22Q3W6tGdtEwX7D,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_22Q3W6tGdtEwX7D_Q13
R_2GWE3GoP0LCBF1a,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2GWE3GoP0LCBF1a_Q13
R_2GWE3GoP0LCBF1a,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2GWE3GoP0LCBF1a_Q13
R_2IZdpghDmi3lcxr,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2IZdpghDmi3lcxr_Q13
R_2IZdpghDmi3lcxr,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2IZdpghDmi3lcxr_Q13
R_8IyVgPemEGWL0rv,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8IyVgPemEGWL0rv_Q13
R_8IyVgPemEGWL0rv,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8IyVgPemEGWL0rv_Q13
R_2KqD9HmmRCKQSky,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2KqD9HmmRCKQSky_Q13
R_2KqD9HmmRCKQSky,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2KqD9HmmRCKQSky_Q13
R_4LT0Apkjbu534Fu,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_4LT0Apkjbu534Fu_Q13
R_4LT0Apkjbu534Fu,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_4LT0Apkjbu534Fu_Q13
R_2BycgF7CU9qtOaO,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2BycgF7CU9qtOaO_Q13
R_2BycgF7CU9qtOaO,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2BycgF7CU9qtOaO_Q13
R_2f0BDYPcaWx4NJI,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2f0BDYPcaWx4NJI_Q13
R_2f0BDYPcaWx4NJI,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2f0BDYPcaWx4NJI_Q13
R_2eV40nOX4Pdowej,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2eV40nOX4Pdowej_Q13
R_2eV40nOX4Pdowej,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2eV40nOX4Pdowej_Q13
R_8XwiC3HXV7Zm8CZ,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8XwiC3HXV7Zm8CZ_Q13
R_8XwiC3HXV7Zm8CZ,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8XwiC3HXV7Zm8CZ_Q13
R_8ylrQB4aRhAEIUN,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8ylrQB4aRhAEIUN_Q13
R_8ylrQB4aRhAEIUN,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8ylrQB4aRhAEIUN_Q13
R_2lVqV3wKZKTaT26,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2lVqV3wKZKTaT26_Q13
R_2lVqV3wKZKTaT26,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2lVqV3wKZKTaT26_Q13
R_8oLMByTraFiCuzr,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8oLMByTraFiCuzr_Q13
R_8oLMByTraFiCuzr,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8oLMByTraFiCuzr_Q13
R_8Vfgd9cBLEV2M7u,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8Vfgd9cBLEV2M7u_Q13
R_8Vfgd9cBLEV2M7u,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8Vfgd9cBLEV2M7u_Q13
R_2qlVaf6uJViqBpl,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2qlVaf6uJViqBpl_Q13
R_2qlVaf6uJViqBpl,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2qlVaf6uJViqBpl_Q13
R_2qZxhaTILlNM933,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2qZxhaTILlNM933_Q13
R_2qZxhaTILlNM933,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2qZxhaTILlNM933_Q13
R_8rS6mkLErnqPeB0,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8rS6mkLErnqPeB0_Q13
R_8rS6mkLErnqPeB0,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8rS6mkLErnqPeB0_Q13
R_8GAQxf1WNCsydWX,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8GAQxf1WNCsydWX_Q13
R_8GAQxf1WNCsydWX,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8GAQxf1WNCsydWX_Q13
R_2TUmqbmLO6476oV,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2TUmqbmLO6476oV_Q13
R_2TUmqbmLO6476oV,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2TUmqbmLO6476oV_Q13
R_2RdA7JC37Iyow5U,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2RdA7JC37Iyow5U_Q13
R_2RdA7JC37Iyow5U,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2RdA7JC37Iyow5U_Q13
R_81KHlaB0iIKDZhX,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_81KHlaB0iIKDZhX_Q13
R_81KHlaB0iIKDZhX,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_81KHlaB0iIKDZhX_Q13
R_2v4cfgN7thvhRQt,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2v4cfgN7thvhRQt_Q13
R_2v4cfgN7thvhRQt,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2v4cfgN7thvhRQt_Q13
R_2insLMaRdIoy2kz,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2insLMaRdIoy2kz_Q13
R_2insLMaRdIoy2kz,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2insLMaRdIoy2kz_Q13
R_2bTBsFyE3gtLakw,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2bTBsFyE3gtLakw_Q13
R_2bTBsFyE3gtLakw,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2bTBsFyE3gtLakw_Q13
R_8zJaet29KI2nVBi,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8zJaet29KI2nVBi_Q13
R_8zJaet29KI2nVBi,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8zJaet29KI2nVBi_Q13
R_8C2Sv81GsqyI24h,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8C2Sv81GsqyI24h_Q13
R_8C2Sv81GsqyI24h,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8C2Sv81GsqyI24h_Q13
R_8QYREHD7OpHvY2i,Q13,A,0,Cosmetologist,Instagram,195K,Positive,20%,FALSE,A,R_8QYREHD7OpHvY2i_Q13
R_8QYREHD7OpHvY2i,Q13,B,1,Dermatologist,Instagram,38K,Positive,20%,TRUE,B,R_8QYREHD7OpHvY2i_Q13
R_247v1vm96X0q5so,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_247v1vm96X0q5so_Q13
R_247v1vm96X0q5so,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_247v1vm96X0q5so_Q13
R_89V2oQiwoahe8p3,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_89V2oQiwoahe8p3_Q13
R_89V2oQiwoahe8p3,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_89V2oQiwoahe8p3_Q13
R_8NEdsjRncv1HqVB,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8NEdsjRncv1HqVB_Q13
R_8NEdsjRncv1HqVB,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8NEdsjRncv1HqVB_Q13
R_8vizUmcLcpdoKPW,Q13,A,0,Cosmetologist,Instagram,195K,Positive,20%,FALSE,A,R_8vizUmcLcpdoKPW_Q13
R_8vizUmcLcpdoKPW,Q13,B,1,Dermatologist,Instagram,38K,Positive,20%,TRUE,B,R_8vizUmcLcpdoKPW_Q13
R_8XmQMbRIJ3OG2K9,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8XmQMbRIJ3OG2K9_Q13
R_8XmQMbRIJ3OG2K9,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8XmQMbRIJ3OG2K9_Q13
R_2rMQ83ISP4pL4Vq,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2rMQ83ISP4pL4Vq_Q13
R_2rMQ83ISP4pL4Vq,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2rMQ83ISP4pL4Vq_Q13
R_2XcW4MEkwH80r9a,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2XcW4MEkwH80r9a_Q13
R_2XcW4MEkwH80r9a,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2XcW4MEkwH80r9a_Q13
R_8YLNVAmJRtXQY3I,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8YLNVAmJRtXQY3I_Q13
R_8YLNVAmJRtXQY3I,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8YLNVAmJRtXQY3I_Q13
R_8jrNuln87INYish,Q13,A,0,Cosmetologist,Instagram,195K,Positive,20%,FALSE,A,R_8jrNuln87INYish_Q13
R_8jrNuln87INYish,Q13,B,1,Dermatologist,Instagram,38K,Positive,20%,TRUE,B,R_8jrNuln87INYish_Q13
R_2mKnE6J8szOLKBo,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2mKnE6J8szOLKBo_Q13
R_2mKnE6J8szOLKBo,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2mKnE6J8szOLKBo_Q13
R_2qTGHu0RCLmNnUO,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2qTGHu0RCLmNnUO_Q13
R_2qTGHu0RCLmNnUO,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2qTGHu0RCLmNnUO_Q13
R_8D77i0NXHSQ3Cwe,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8D77i0NXHSQ3Cwe_Q13
R_8D77i0NXHSQ3Cwe,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8D77i0NXHSQ3Cwe_Q13
R_2QFURprYuBAdPrG,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2QFURprYuBAdPrG_Q13
R_2QFURprYuBAdPrG,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2QFURprYuBAdPrG_Q13
R_2kLF1PTGE0dnkOd,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2kLF1PTGE0dnkOd_Q13
R_2kLF1PTGE0dnkOd,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2kLF1PTGE0dnkOd_Q13
R_2KNFQmajTzccSXV,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2KNFQmajTzccSXV_Q13
R_2KNFQmajTzccSXV,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2KNFQmajTzccSXV_Q13
R_27kvWrvN30lzBjd,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_27kvWrvN30lzBjd_Q13
R_27kvWrvN30lzBjd,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_27kvWrvN30lzBjd_Q13
R_8ALtY2LQb5xDkW5,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_8ALtY2LQb5xDkW5_Q13
R_8ALtY2LQb5xDkW5,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_8ALtY2LQb5xDkW5_Q13
R_2pQWUcMnNgrc5cz,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2pQWUcMnNgrc5cz_Q13
R_2pQWUcMnNgrc5cz,Q13,B,0,Dermatologist,Instagram,38K,Positive,20%,FALSE,B,R_2pQWUcMnNgrc5cz_Q13
R_2CfPtrVe7sEhqVJ,Q13,A,0,Cosmetologist,Instagram,195K,Positive,20%,FALSE,A,R_2CfPtrVe7sEhqVJ_Q13
R_2CfPtrVe7sEhqVJ,Q13,B,1,Dermatologist,Instagram,38K,Positive,20%,TRUE,B,R_2CfPtrVe7sEhqVJ_Q13
R_2bZ5vwAoKZdDH77,Q13,A,1,Cosmetologist,Instagram,195K,Positive,20%,TRUE,A,R_2bZ5vwAoKZdDH77_Q13
