StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q16,Q17,Q18,Q19_1,Q20,Q21,Q22,Q23
2025-06-19 19:15:07,2025-06-19 19:20:41,IP Address,95.250.63.105,100,333,True,2025-06-19 19:20:42,R_8CTWDC2aELzAQ0m,,,,,45.0729,7.689,anonymous,EN,Yes,Instagram,5 = Very Frequently,5 = Very Frequently,2 = Rarely,1 = Never,4 = Frequently,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand A,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,2 = Slightly,2 = It makes me see the product as slightly less valuable,4 = Agree,3,Female,18-24,Italian,Employed part-time
2025-06-19 19:22:30,2025-06-19 19:26:41,IP Address,90.193.78.164,100,250,True,2025-06-19 19:26:41,R_8oYBu4zJwq56tJP,,,,,51.5844,0.0572,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,2 = Rarely,3 = Sometimes,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,2 = Disagree,7 = Strong Preference for Brand B,Female,35-44,Italian,Employed full-time
2025-06-19 19:26:15,2025-06-19 19:33:03,IP Address,176.200.22.189,100,407,True,2025-06-19 19:33:04,R_2FVixdt220iwXcD,,,,,46.0682,11.114,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,3 = Sometimes,2 = Rarely,3 = Sometimes,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,1 = Not at all,4 = It makes me see the product as a good deal,4 = Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-19 19:27:25,2025-06-19 19:33:52,IP Address,80.104.145.79,100,386,True,2025-06-19 19:33:53,R_2OVaseAnWzcZlC6,,,,,41.8905,12.5127,anonymous,EN,Yes,In-store discovery,1 = Never,4 = Frequently,4 = Frequently,4 = Frequently,5 = Very Frequently,5 = Very Frequently,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,45-54,Italian,Employed full-time
2025-06-19 19:33:55,2025-06-19 19:37:03,IP Address,94.185.76.43,100,187,True,2025-06-19 19:37:03,R_8jPcOAlGIJ3H558,,,,,45.5183,9.7533,anonymous,EN,Yes,In-store discovery,1 = Never,4 = Frequently,1 = Never,1 = Never,3 = Sometimes,5 = Very Frequently,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,2 = Disagree,4,Female,45-54,Italian,Employed full-time
2025-06-19 19:35:12,2025-06-19 19:41:34,IP Address,93.33.46.41,100,381,True,2025-06-19 19:41:34,R_2dZvKY2RnmDi9oZ,,,,,44.5919,11.0487,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,2 = Rarely,3 = Sometimes,4 = Frequently,2 = Less than once a month,Brand B,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-19 19:35:55,2025-06-19 19:42:03,IP Address,93.35.136.170,100,368,True,2025-06-19 19:42:03,R_2odauMzPUPkoq5a,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,2 = Rarely,4 = Frequently,2 = Rarely,3 = 1–2 times per month,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,3 = Moderately,4 = Very,3 = Moderately,3 = Moderately,1 = It makes me see the product as much less valuable,2 = Disagree,6,Female,35-44,Italian,Employed full-time
2025-06-19 19:38:57,2025-06-19 19:46:16,IP Address,78.138.32.112,100,439,True,2025-06-19 19:46:16,R_20SKJgt9h7g3NQb,,,,,45.4722,9.1922,anonymous,EN,Yes,In-store discovery,4 = Frequently,5 = Very Frequently,2 = Rarely,1 = Never,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand B,Brand B,Brand B,Brand A,Brand B,Brand B,Brand B,Brand A,Brand A,Brand B,4 = Very,5 = Completely,3 = Moderately,2 = Slightly,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 19:43:18,2025-06-19 19:47:07,IP Address,151.64.104.45,100,229,True,2025-06-19 19:47:08,R_8C7lXPwQTYZnUTp,,,,,45.5296,9.2737,anonymous,EN,Yes,Other,4 = Frequently,4 = Frequently,1 = Never,1 = Never,3 = Sometimes,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand B,Brand B,2 = Slightly,5 = Completely,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,2,Female,25-34,Italian,Employed full-time
2025-06-19 19:43:34,2025-06-19 19:51:08,IP Address,109.118.113.254,100,453,True,2025-06-19 19:51:08,R_8z9I7zNLIj1HIt3,,,,,45.6485,11.6328,anonymous,EN,Yes,In-store discovery,1 = Never,3 = Sometimes,1 = Never,3 = Sometimes,1 = Never,5 = Very Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand B,Brand B,2 = Slightly,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Employed full-time
2025-06-19 19:47:21,2025-06-19 19:52:17,IP Address,93.35.170.210,100,295,True,2025-06-19 19:52:18,R_8MSaCmpHXK1FMdy,,,,,45.4722,9.1922,anonymous,EN,Yes,Friends or family recommendation,2 = Rarely,4 = Frequently,1 = Never,3 = Sometimes,4 = Frequently,4 = Frequently,5 = Daily or more,Brand A,Brand A,Brand A,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,3 = Moderately,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-19 20:12:23,2025-06-19 20:12:39,IP Address,151.18.107.186,100,15,True,2025-06-19 20:12:39,R_8LOQEGNHvqE0Uoo,,,,,45.4722,9.1922,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 20:08:22,2025-06-19 20:19:29,IP Address,151.82.247.169,100,667,True,2025-06-19 20:19:29,R_2J34V0TALteTA6d,,,,,44.4847,11.328,anonymous,EN,Yes,Friends or family recommendation,1 = Never,5 = Very Frequently,4 = Frequently,3 = Sometimes,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,2 = Slightly,4 = It makes me see the product as a good deal,4 = Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-19 20:23:46,2025-06-19 20:30:07,IP Address,82.49.204.5,100,381,True,2025-06-19 20:30:08,R_2WM4HsTNpNUhlKE,,,,,44.0545,12.5686,anonymous,EN,Yes,Instagram,3 = Sometimes,3 = Sometimes,1 = Never,2 = Rarely,2 = Rarely,4 = Frequently,5 = Daily or more,Brand A,Brand A,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,2 = Slightly,4 = Very,4 = Very,4 = Very,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,5,Female,18-24,Italian,Student
2025-06-19 20:23:49,2025-06-19 20:30:55,IP Address,37.161.96.178,100,425,True,2025-06-19 20:30:55,R_2fl4Gdrqi23SNNw,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,3 = Sometimes,2 = Rarely,3 = Sometimes,2 = Rarely,3 = 1–2 times per month,Brand A,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,2 = Slightly,4 = Very,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,2 = Disagree,4,Female,35-44,Italian,Employed full-time
2025-06-19 20:31:10,2025-06-19 20:37:45,IP Address,149.13.149.13,100,395,True,2025-06-19 20:37:45,R_27O8OAvA0yXErsT,,,,,45.6665,11.8278,anonymous,EN,Yes,Other,1 = Never,4 = Frequently,1 = Never,3 = Sometimes,3 = Sometimes,2 = Rarely,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,4 = Agree,1 = Strong Preference for Brand A,Female,45-54,Italian,Employed full-time
2025-06-19 20:34:43,2025-06-19 20:40:20,IP Address,2.36.107.223,100,336,True,2025-06-19 20:40:20,R_87OPrB2TCSqXNMB,,,,,45.5336,10.2194,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,3 = Sometimes,3 = Sometimes,4 = Frequently,4 = Frequently,5 = Daily or more,Brand B,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,4 = Very,4 = Very,4 = Very,4 = Very,4 = It makes me see the product as a good deal,4 = Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-19 20:39:03,2025-06-19 20:42:53,IP Address,185.153.77.72,100,229,True,2025-06-19 20:42:54,R_2LvfFzoGsqSz8wT,,,,,37.0673,14.9022,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,3 = Sometimes,2 = Rarely,2 = Rarely,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Employed full-time
2025-06-19 20:36:32,2025-06-19 20:44:43,IP Address,146.241.64.45,100,491,True,2025-06-19 20:44:44,R_2gXT6NFwack7A7U,,,,,45.5073,10.7377,anonymous,EN,Yes,"Traditional media (TV, radio, newspapers, magazines)",1 = Never,4 = Frequently,2 = Rarely,4 = Frequently,3 = Sometimes,4 = Frequently,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,35-44,Italian,Employed full-time
2025-06-19 20:46:28,2025-06-19 20:50:02,IP Address,79.19.152.127,100,214,True,2025-06-19 20:50:03,R_2SyNCIsS9FmNhKN,,,,,40.9251,14.458,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,3 = Sometimes,2 = Rarely,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,45-54,Italian,Employed full-time
2025-06-19 20:43:47,2025-06-19 20:50:23,IP Address,2.36.97.176,100,395,True,2025-06-19 20:50:23,R_2yNFGfi45QMLvIB,,,,,45.7049,9.6698,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,3 = Moderately,3 = Moderately,1 = It makes me see the product as much less valuable,4 = Agree,2,Female,35-44,Italian,Employed part-time
2025-06-19 20:52:20,2025-06-19 20:57:11,IP Address,81.56.100.66,100,291,True,2025-06-19 20:57:12,R_8q4iDX79cGDq2f7,,,,,45.4722,9.1922,anonymous,EN,Yes,Other,1 = Never,5 = Very Frequently,1 = Never,1 = Never,2 = Rarely,2 = Rarely,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,2 = Disagree,4,Female,25-34,Italian,Self-employed
2025-06-19 20:52:27,2025-06-19 20:57:28,IP Address,46.125.250.6,100,300,True,2025-06-19 20:57:28,R_20AVHEnvd8jnDtA,,,,,47.376,15.0893,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,3 = Sometimes,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,4,Female,45-54,Italian,Unemployed
2025-06-19 20:52:51,2025-06-19 20:59:05,IP Address,79.27.253.85,100,374,True,2025-06-19 20:59:05,R_2FDcQ6CyN6S42UV,,,,,40.304,18.161,anonymous,EN,Yes,Instagram,3 = Sometimes,4 = Frequently,2 = Rarely,2 = Rarely,4 = Frequently,4 = Frequently,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Employed part-time
2025-06-19 20:54:38,2025-06-19 20:59:37,IP Address,93.150.244.3,100,298,True,2025-06-19 20:59:38,R_8KNq0Jvu4BFOp5k,,,,,45.3491,11.8714,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,2 = Rarely,1 = Never,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,2 = Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 20:58:12,2025-06-19 21:05:39,IP Address,93.48.172.35,100,446,True,2025-06-19 21:05:40,R_8yXlmUlflkJElH3,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,1 = Never,1 = Never,5 = Daily or more,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,3 = Moderately,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,6,Female,45-54,Italian,Employed part-time
2025-06-19 20:59:29,2025-06-19 21:06:11,IP Address,151.82.123.170,100,402,True,2025-06-19 21:06:12,R_2ttChdp4F4Z6vEM,,,,,45.4722,9.1922,anonymous,EN,Yes,Other,1 = Never,4 = Frequently,2 = Rarely,2 = Rarely,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,3 = Moderately,4 = Very,4 = Very,1 = Not at all,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,4,Female,35-44,Italian,Employed full-time
2025-06-19 20:59:19,2025-06-19 21:06:47,IP Address,93.41.50.75,100,447,True,2025-06-19 21:06:47,R_2COTyc2ZhyJTPsA,,,,,45.5819,9.2683,anonymous,EN,Yes,Other,1 = Never,4 = Frequently,4 = Frequently,2 = Rarely,3 = Sometimes,2 = Rarely,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed part-time
2025-06-19 21:05:17,2025-06-19 21:08:56,IP Address,82.192.137.253,100,218,True,2025-06-19 21:08:56,R_2et7UR2jtJEPmLY,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,4 = Frequently,1 = Never,3 = Sometimes,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,25-34,Italian,Unemployed
2025-06-19 21:08:29,2025-06-19 21:14:07,IP Address,93.65.245.252,100,337,True,2025-06-19 21:14:08,R_2DQatuNCsjJ26pb,,,,,41.1122,16.8547,anonymous,EN,Yes,In-store discovery,3 = Sometimes,4 = Frequently,2 = Rarely,3 = Sometimes,3 = Sometimes,4 = Frequently,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand B,Brand B,Brand A,Brand B,Brand B,3 = Moderately,4 = Very,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,4 = Agree,2,Female,25-34,Italian,Employed full-time
2025-06-19 21:11:30,2025-06-19 21:14:59,IP Address,109.116.207.70,100,208,True,2025-06-19 21:14:59,R_2CP20fas7pFU9WQ,,,,,38.1302,13.329,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,2 = Rarely,2 = Rarely,2 = Rarely,2 = Rarely,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand B,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,2 = Disagree,7 = Strong Preference for Brand B,Female,25-34,Italian,Employed full-time
2025-06-19 21:18:03,2025-06-19 21:18:13,IP Address,79.30.45.194,100,9,True,2025-06-19 21:18:13,R_2dgZ0c5c5N00U2l,,,,,44.4071,8.95,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 21:16:27,2025-06-19 21:23:16,IP Address,79.23.225.49,100,409,True,2025-06-19 21:23:16,R_8dFHek0rzazJJVM,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,3 = Sometimes,1 = Never,1 = Never,4 = Frequently,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,2 = It makes me see the product as slightly less valuable,4 = Agree,3,Female,35-44,Italian,Employed full-time
2025-06-19 21:19:14,2025-06-19 21:27:39,IP Address,151.72.59.54,100,504,True,2025-06-19 21:27:39,R_2chDKaDWwkV3njw,,,,,40.9576,16.923,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,3 = Sometimes,2 = Rarely,2 = Rarely,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 21:21:06,2025-06-19 21:28:35,IP Address,2.36.89.138,100,449,True,2025-06-19 21:28:36,R_23bUw6g5XGVotX3,,,,,45.5723,9.0228,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,2 = Rarely,1 = Never,2 = Rarely,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,1 = Not at all,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,45-54,Italian,Employed full-time
2025-06-19 21:25:32,2025-06-19 21:29:33,IP Address,93.70.66.245,100,241,True,2025-06-19 21:29:34,R_2DHddLCsQIoUH4q,,,,,45.4317,10.9859,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,3 = Sometimes,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,5 = Completely,1 = Not at all,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 21:25:08,2025-06-19 21:32:31,IP Address,81.56.147.177,100,442,True,2025-06-19 21:32:31,R_8GJ4n8yNpUrEl6T,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,3 = Sometimes,2 = Rarely,3 = Sometimes,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,4 = Agree,3,Female,25-34,Italian,Employed full-time
2025-06-19 21:29:53,2025-06-19 21:35:08,IP Address,101.56.219.231,100,314,True,2025-06-19 21:35:08,R_2jSUT4W1svL2gOh,,,,,45.7765,12.0489,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,2 = Rarely,3 = Sometimes,2 = Rarely,2 = Rarely,5 = Daily or more,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed part-time
2025-06-19 21:30:21,2025-06-19 21:35:36,IP Address,185.8.197.14,100,315,True,2025-06-19 21:35:36,R_2pm0mdHY8M7J9L3,,,,,45.5751,9.4684,anonymous,EN,Yes,In-store discovery,1 = Never,4 = Frequently,3 = Sometimes,2 = Rarely,3 = Sometimes,4 = Frequently,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,3 = Moderately,5 = Completely,5 = Completely,1 = Not at all,1 = It makes me see the product as much less valuable,3 = Neither Agree nor Disagree,7 = Strong Preference for Brand B,Female,35-44,Italian,Employed full-time
2025-06-19 21:35:08,2025-06-19 21:38:15,IP Address,5.90.127.75,100,186,True,2025-06-19 21:38:16,R_2qFbVmpqvBbyEw7,,,,,44.6734,8.4728,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,5 = Very Frequently,2 = Rarely,4 = Frequently,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,4 = Very,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 21:34:34,2025-06-19 21:45:32,IP Address,147.53.186.17,100,657,True,2025-06-19 21:45:32,R_2qEb8jIHyH5eThn,,,,,45.735,9.722,anonymous,EN,Yes,Instagram,5 = Very Frequently,5 = Very Frequently,3 = Sometimes,2 = Rarely,2 = Rarely,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,2 = Disagree,3,Female,18-24,Italian,Student
2025-06-19 21:43:52,2025-06-19 21:48:34,IP Address,109.55.58.43,100,281,True,2025-06-19 21:48:34,R_8DJ4LLJZwzIA5bj,,,,,40.3141,9.326,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,1 = Never,3 = Sometimes,1 = Never,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,7 = Strong Preference for Brand B,Female,45-54,Italian,Employed full-time
2025-06-19 21:44:51,2025-06-19 21:49:07,IP Address,109.116.160.90,100,256,True,2025-06-19 21:49:07,R_81EZx2v16THXf0J,,,,,45.4722,9.1922,anonymous,EN,Yes,"Other social media (Facebook, YouTube, X, etc.)",5 = Very Frequently,5 = Very Frequently,5 = Very Frequently,1 = Never,5 = Very Frequently,5 = Very Frequently,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 21:42:20,2025-06-19 21:49:35,IP Address,176.32.16.254,100,435,True,2025-06-19 21:49:35,R_2fMLAw8TsSl188w,,,,,41.8905,12.5127,anonymous,EN,Yes,Friends or family recommendation,1 = Never,5 = Very Frequently,1 = Never,3 = Sometimes,4 = Frequently,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,2 = Slightly,4 = Very,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,35-44,Italian,Self-employed
2025-06-19 21:47:24,2025-06-19 21:53:01,IP Address,95.250.52.110,100,337,True,2025-06-19 21:53:02,R_2o06I9WOL5ZHcEp,,,,,43.5939,13.5086,anonymous,EN,Yes,Instagram,3 = Sometimes,5 = Very Frequently,4 = Frequently,2 = Rarely,1 = Never,1 = Never,5 = Daily or more,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,4 = Very,4 = Very,4 = Very,3 = Moderately,5 = It makes me see the product as a great deal,4 = Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Other
2025-06-19 21:49:48,2025-06-19 21:55:29,IP Address,79.47.238.7,100,340,True,2025-06-19 21:55:29,R_8xRWg0kTQBGg03z,,,,,41.8905,12.5127,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,5 = Very Frequently,1 = Never,3 = Sometimes,3 = Sometimes,5 = Daily or more,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,3 = Moderately,4 = Very,4 = Very,4 = Very,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-19 21:58:43,2025-06-19 22:04:25,IP Address,37.159.82.81,100,342,True,2025-06-19 22:04:25,R_2th5G9CaFTPXpeY,,,,,45.6712,9.8255,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,1 = Never,3 = Sometimes,3 = Sometimes,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand B,Brand A,Brand B,Brand B,Brand A,Brand A,Brand A,4 = Very,4 = Very,4 = Very,1 = Not at all,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,7 = Strong Preference for Brand B,Female,25-34,Italian,Employed full-time
